H Ejected Yields
H in solar masses
   Isotope     m3z1m3-bigpoc       m2z1m3-bigpoc       m2z2m3-bigpoc     
   Tb-152      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-153      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-154      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-155      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-156      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tb-157      7.13934878795e-14   6.67909276266e-16   1.72592805384e-14 
   Tb-158      4.98742643464e-15   1.78666894337e-16   3.04492896449e-16 
   Tb-159      1.78413475375e-11   7.31932185044e-12   2.27324213436e-11 
   Tb-160      1.46615922343e-15   1.21680938442e-20   3.213323123e-18   
   Tb-161      2.40914078962e-17   2.32072262372e-23   1.29566483281e-20 
   Tb-162      1.19334829501e-30   6.60681449175e-59   5.84358982381e-33 
   Tb-163      5.50334375363e-37   1.03788789024e-99   3.69310986331e-100
   Tb-164      1.29676438532e-45   1.03788789024e-99   3.69310986331e-100
   Tb-165      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-148      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-149      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-150      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-151      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-152      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-153      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-154      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-155      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Dy-156      1.74084179296e-14   1.01165008368e-14   6.77417614843e-15 
   Dy-157      1.05656168502e-27   2.3474554267e-27    2.48298366066e-27 
   Dy-158      3.74756298703e-14   1.80711039105e-14   4.5766971326e-14  
   Dy-159      1.78065127234e-17   5.09134407689e-22   6.03294688762e-19 
   Dy-160      2.16749230714e-11   7.66714094254e-12   3.57444450601e-11 
   Dy-161      1.67478716014e-11   7.16937873564e-12   1.90118046252e-11 
   Dy-162      5.30302931199e-11   2.07662194685e-11   7.82243480054e-11 
   Dy-163      1.0962939526e-11    7.5088481684e-12    1.53712562761e-11 
   Dy-164      6.71624484398e-11   3.15688210796e-11   1.25181107726e-10 
   Dy-165      2.05711900991e-22   4.76233994802e-25   3.95030909212e-22 
   Dy-166      3.71622941943e-21   2.58694702413e-38   3.99373942373e-26 
   Dy-167      1.55998518261e-36   1.03788789024e-99   3.69310986331e-100
   Dy-168      6.23547303995e-45   1.03788789024e-99   3.69310986331e-100
   Ho-153      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-154      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-155      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-156      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-157      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-158      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-159      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-160      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-161      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-162      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ho-163      9.81681745788e-12   1.97262008524e-12   9.59644976629e-12 
   Ho-164      2.5729700294e-24    3.60269279997e-27   7.12261925757e-24 
   Ho-165      2.64695468681e-11   1.1598287536e-11    3.50645810129e-11 
   Ho-166      1.57459374299e-16   2.98926064173e-22   5.60985766744e-19 
   Ho-167      7.24907252815e-25   3.6229248662e-32    2.87998900238e-27 
   Ho-168      4.12110056937e-35   6.86219414122e-86   3.7397768601e-100 
   Ho-169      1.61088944668e-41   1.03788789024e-99   3.69310986331e-100
   Er-154      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-155      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-156      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-157      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-158      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-159      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-160      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-161      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Er-162      2.79050133175e-14   1.62163663799e-14   1.08587752286e-14 
   Er-163      1.21641743243e-29   5.17994070922e-29   5.2749840245e-29  
   Er-164      1.16629194192e-11   3.67512984206e-12   1.56348129209e-11 
   Er-165      1.67251211347e-19   9.46300356678e-24   1.19829316469e-20 
   Er-166      4.02907262507e-11   1.64060740048e-11   6.3186586632e-11  
   Er-167      1.92018605444e-11   8.29392495751e-12   2.73213221901e-11 
   Er-168      6.44605998642e-11   2.69464379175e-11   1.1188629152e-10  
   Er-169      3.73260192921e-16   7.78814783542e-22   1.10744795815e-18 
   Er-170      2.37157286431e-11   7.22347702556e-12   1.06383012485e-11 
   Er-171      6.35375589002e-21   5.36832150968e-25   5.68311691742e-22 
   Er-172      9.29433940396e-22   3.1183638075e-41    2.39172432938e-27 
   Er-173      7.99331865996e-37   1.03788789024e-99   3.69310986331e-100
   Er-174      6.53634653374e-46   1.03788789024e-99   3.69310986331e-100
   Er-175      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-159      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-160      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-161      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-162      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-163      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-164      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-165      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-166      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-167      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-168      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tm-169      1.44069994404e-11   6.40635218664e-12   2.16303457807e-11 
   Tm-170      1.85683710443e-15   6.8167583794e-20    8.25094576077e-17 
   Tm-171      3.01220472568e-15   2.74614759085e-20   2.02736216304e-17 
   Tm-172      4.10700373684e-20   3.30769663646e-28   1.87151133483e-24 
   Tm-173      4.77674416611e-26   2.11792348077e-48   5.61046350571e-29 
   Tm-174      1.19969627438e-39   1.03788789024e-99   3.69310986331e-100
   Tm-175      2.2206127183e-45    1.03788789024e-99   3.69310986331e-100
   Tm-176      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-160      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-161      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-162      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-163      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-164      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-165      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-166      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-167      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Yb-168      2.74599428851e-14   1.595816851e-14     1.06886173559e-14 
   Yb-169      3.02936949559e-24   2.61648752179e-25   6.59566325213e-25 
   Yb-170      1.86726974957e-11   7.86726217658e-12   4.01007068369e-11 
   Yb-171      2.52670837129e-11   1.0288341507e-11    3.59408996437e-11 
   Yb-172      6.67967462314e-11   2.6602151158e-11    1.11422640458e-10 
   Yb-173      3.31519667159e-11   1.34916342239e-11   5.24774630215e-11 
   Yb-174      1.44845961897e-10   5.90523619705e-11   2.47011738399e-10 
   Yb-175      9.92077817395e-17   1.54202880169e-22   6.43378363392e-19 
   Yb-176      5.17139963422e-11   2.42039769934e-11   1.1212825461e-10  
   Yb-177      4.50893795084e-23   1.17681345325e-25   1.21594598071e-22 
   Yb-178      3.32622759305e-29   9.69537699011e-58   1.01918709162e-30 
   Yb-179      2.22753605909e-39   1.03788789024e-99   3.69310986331e-100
   Yb-180      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-165      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-166      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-167      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-168      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-169      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-170      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-171      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-172      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-173      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-174      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Lu-175      2.19290655374e-11   9.38962948583e-12   3.37898430046e-11 
   Lu-176      8.47851565574e-12   3.45677860268e-12   1.24627777185e-11 
   Lu-177      2.36739633646e-16   2.42624938428e-22   7.06403336396e-19 
   Lu-178      1.93082681041e-28   7.35802356346e-38   7.19982504009e-30 
   Lu-179      1.02021551962e-29   2.88117532945e-85   3.78838048013e-100
   Lu-180      2.63681920207e-41   1.03788789024e-99   3.69310986331e-100
   Lu-181      8.01001128141e-50   1.03788789024e-99   3.69310986331e-100
   Lu-182      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-166      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-167      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-168      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-169      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-170      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-171      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-172      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-173      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hf-174      2.1355592781e-14    1.24114626048e-14   8.31666195431e-15 
   Hf-175      2.36717631607e-24   9.40851189759e-25   2.14558903874e-24 
   Hf-176      6.86585913889e-12   2.93146336075e-12   1.56685115704e-11 
   Hf-177      1.90054979029e-11   8.37919499906e-12   3.08487277242e-11 
   Hf-178      7.99298740042e-11   3.33968296953e-11   1.33320406126e-10 
   Hf-179      2.84893695445e-11   1.18789771966e-11   4.54701198339e-11 
   Hf-180      1.57664306133e-10   6.35287371407e-11   2.67055301722e-10 
   Hf-181      1.24708776498e-15   6.0431356121e-21    2.57750830547e-18 
   Hf-182      6.29884472071e-12   1.93054561956e-12   1.42542636375e-12 
   Hf-183      8.70789468941e-25   4.84030683577e-29   2.08925084964e-26 
   Hf-184      1.76156604422e-28   9.07266506696e-81   4.35116136958e-43 
   Hf-185      9.19957872532e-41   1.03788789024e-99   3.69310986331e-100
   Ta-169      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-170      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-171      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-172      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-173      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-174      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-175      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-176      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-177      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-178      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ta-179      2.1487575474e-15    4.21710578093e-21   2.67299639905e-17 
   Ta-180      4.51168758267e-16   2.51062524252e-16   1.66921342454e-16 
   Ta-181      3.4364218219e-11    1.4320968175e-11    5.25063361721e-11 
   Ta-182      2.29369064697e-15   2.71222931738e-19   1.8075038867e-17  
   Ta-183      9.02141747859e-18   1.57340771677e-24   3.37015747641e-22 
   Ta-184      1.54198005725e-24   2.96989627769e-64   2.50101255385e-30 
   Ta-185      1.16916388327e-33   1.03788789024e-99   3.69310986331e-100
   Ta-186      1.75642449274e-42   1.03788789024e-99   3.69310986331e-100
   W-172       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-173       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-174       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-175       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-176       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-177       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-178       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-179       1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   W-180       2.33412362501e-14   9.72778899537e-15   1.23971979264e-14 
   W-181       2.07086302972e-18   7.59719201975e-24   8.05884067468e-21 
   W-182       6.93833850975e-11   2.9233172847e-11    1.35530052007e-10 
   W-183       4.16304758808e-11   1.75767419335e-11   7.28315880301e-11 
   W-184       1.10181731673e-10   4.52948386961e-11   1.74459022162e-10 
   W-185       1.89589765825e-15   3.12005685034e-20   3.63173935828e-17 
   W-186       4.61037390713e-11   1.45920432155e-11   2.64394252379e-11 
   W-187       1.25373842666e-18   6.02909768321e-24   1.87178102842e-20 
   W-188       3.15471449541e-19   1.54359282399e-28   4.92301522609e-25 
   W-189       1.52748813303e-34   1.03790585454e-99   3.69345477954e-100
   W-190       5.8994784801e-43    1.03788789024e-99   3.69310986331e-100
   Re-175      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-176      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-177      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-178      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-179      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-180      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-181      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-182      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-183      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-184      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Re-185      2.32817200346e-11   9.48731646334e-12   3.23795854825e-11 
   Re-186      1.3138077628e-16    1.36414687122e-22   6.90817215658e-19 
   Re-187      1.34460794139e-11   5.0894493817e-12    9.19205630072e-12 
   Re-188      3.54793273881e-19   4.91832592833e-24   1.76840808761e-20 
   Re-189      1.19315960634e-21   1.1766148219e-38    2.44233756608e-26 
   Re-190      1.69699419847e-29   1.4329812997e-84    3.86979858729e-100
   Re-191      9.96618623525e-40   1.03788789024e-99   3.69310986331e-100
   Os-179      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Os-180      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Os-181      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Os-182      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Os-183      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Os-184      1.23291134664e-14   7.16763899755e-15   4.8101241159e-15  
   Os-185      1.17333907542e-24   2.04642765846e-24   4.80433392796e-24 
   Os-186      4.47573738118e-11   1.8009130157e-11    8.04891505171e-11 
   Os-187      1.41415253441e-11   5.64769547539e-12   2.37590508362e-11 
   Os-188      1.0175376572e-10    3.79995682985e-11   1.39335858693e-10 
   Os-189      2.94948016773e-11   1.2802539153e-11    3.13682522199e-11 
   Os-190      1.13768694945e-10   4.4979886785e-11    1.49577175096e-10 
   Os-191      5.90319633077e-16   1.42140090045e-21   1.33322769516e-18 
   Os-192      6.53253004995e-11   2.6642520552e-11    3.20629719166e-11 
   Os-193      2.12794269655e-18   2.13408420252e-23   1.68610054418e-20 
   Os-194      3.35933756402e-14   1.40437442904e-21   1.6519633068e-22  
   Os-195      1.1240655606e-30    1.33488865521e-85   3.76013362386e-100
   Os-196      1.5386524635e-43    1.03788789024e-99   3.69310986331e-100
   Ir-181      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-182      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-183      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-184      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-185      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-186      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-187      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-188      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-189      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-190      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Ir-191      4.04287229723e-11   1.98461294668e-11   3.38823870406e-11 
   Ir-192      2.13426270931e-15   4.18246051974e-20   3.3732801986e-17  
   Ir-193      5.6466646883e-11    3.08365612209e-11   4.6349571964e-11  
   Ir-194      1.35509861776e-17   6.87323774273e-23   7.52819347512e-20 
   Ir-195      2.25057204854e-26   2.64710242208e-35   2.00678678424e-28 
   Ir-196      1.37058789679e-32   1.03788789024e-99   3.69344973845e-100
   Ir-197      5.64285722511e-41   1.03788789024e-99   3.69310986331e-100
   Pt-184      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-185      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-186      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-187      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-188      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-189      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pt-190      1.74914928139e-14   1.01708168433e-14   6.83119838673e-15 
   Pt-191      1.50535934366e-25   2.77742846843e-26   1.24868214125e-25 
   Pt-192      2.757351422e-11     1.04144221192e-11   5.09123834814e-11 
   Pt-193      6.11121845544e-12   5.74710666653e-14   8.9776782412e-14  
   Pt-194      1.19513000596e-10   5.20436708976e-11   1.30315943358e-10 
   Pt-195      7.56438363352e-11   3.71783464863e-11   6.41599570724e-11 
   Pt-196      1.73750446672e-10   7.342825096e-11     2.29517190898e-10 
   Pt-197      1.33399976471e-18   9.17376739261e-23   8.00576525308e-20 
   Pt-198      1.74807404278e-11   7.05772078235e-12   5.28483968938e-12 
   Pt-199      9.42724216128e-26   5.50391566628e-28   5.08530544264e-26 
   Pt-200      2.60238258551e-26   7.08389696283e-59   1.67483980666e-30 
   Pt-201      5.66540457379e-42   1.03788789024e-99   3.69310986331e-100
   Pt-202      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-185      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-186      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-187      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-188      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-189      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-190      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-191      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-192      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-193      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-194      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Au-195      1.70319394549e-19   1.10662660439e-25   4.34883500053e-22 
   Au-196      1.26238811089e-23   4.4708998789e-76    7.91441400899e-29 
   Au-197      6.07826812335e-11   2.72312196216e-11   7.00838614569e-11 
   Au-198      7.18144614293e-17   3.86105084629e-22   5.57231019198e-19 
   Au-199      3.32264669813e-18   1.27123733103e-23   2.34180608572e-21 
   Au-200      2.07919946218e-23   3.42893158767e-57   2.18983603359e-28 
   Au-201      4.46982496419e-36   1.03788789024e-99   3.69310986331e-100
   Au-202      1.43960582462e-47   1.03788789024e-99   3.69310986331e-100
   Au-203      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-189      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-190      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-191      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-192      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-193      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-194      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-195      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-196      5.22143022648e-14   3.04173984017e-14   2.05670333012e-14 
   Hg-197      1.70086145638e-23   6.64158796637e-26   4.36125407939e-25 
   Hg-198      1.37089338911e-10   5.33657354743e-11   2.05774810623e-10 
   Hg-199      6.78390358457e-11   2.66494795689e-11   9.17825150738e-11 
   Hg-200      2.23378595125e-10   8.36145182268e-11   3.18081075374e-10 
   Hg-201      9.89492073584e-11   3.65490566173e-11   1.32518592416e-10 
   Hg-202      4.03474377054e-10   1.52080522679e-10   5.86720005861e-10 
   Hg-203      3.21238464852e-17   2.716718378e-22     5.88292633838e-19 
   Hg-204      1.36443881731e-11   6.15701495134e-12   1.93429969451e-11 
   Hg-205      1.59109516041e-27   1.38750733657e-30   6.14972348554e-27 
   Hg-206      4.99722892609e-37   1.03788789024e-99   3.6711316157e-51  
   Hg-207      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Hg-208      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-192      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-193      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-194      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-195      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-196      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-197      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-198      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-199      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-200      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-201      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-202      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-203      1.87949692454e-10   6.84039165238e-11   2.46942080228e-10 
   Tl-204      8.03274663617e-14   7.41111550373e-19   4.55934609534e-16 
   Tl-205      2.11583633702e-10   1.62810814635e-10   6.54410601565e-10 
   Tl-206      2.63880182557e-26   1.65083529003e-29   1.83881569936e-25 
   Tl-207      2.67632777647e-29   2.35201602549e-34   3.56017028409e-30 
   Tl-208      1.02080265622e-40   1.03788789024e-99   3.69310986331e-100
   Tl-209      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Tl-210      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-193      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-194      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-195      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-196      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-197      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-198      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-199      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-200      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-201      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-202      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-203      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Pb-204      2.50669626906e-10   9.05920479176e-11   3.61210467957e-10 
   Pb-205      1.07534024568e-10   3.01845753861e-12   1.00801446394e-11 
   Pb-208      7.52890466481e-08   6.07483632893e-08   1.72804412057e-08 
   Pb-209      2.56377725855e-22   7.61009681344e-27   1.6077441435e-23  
   Pb-210      5.35955257176e-16   2.34981706048e-18   7.67125614496e-21 
   Pb-211      6.37293707504e-35   1.03788789024e-99   3.69310986331e-100
   Bi-202      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-203      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-204      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-205      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-206      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-207      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-208      1.74786082439e-99   1.03788789024e-99   3.69310986331e-100
   Bi-209      1.55761533991e-09   8.29715742216e-10   1.7084927463e-10  
   Bi-210      4.20767620309e-10   2.84152336025e-10   5.0577211281e-11  
   Al-26m1     3.52108818794e-18   2.84323917162e-19   4.3678500983e-18  
   Kr-85m1     2.59861796226e-21   1.87396058023e-22   2.9031151872e-22  
   Cd-115m1    2.68775885455e-18   1.6657103095e-23    1.91291041787e-20 
   Lu-176m1    1.43291993392e-22   3.0058090178e-25    3.00784943808e-22 
   Ta-180m1    1.0004963838e-23    6.59867828774e-30   1.04654616667e-25 
